Year,Series,Unit,Value
2015,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31.0
2019,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31.2
2020,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31.3
2021,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",28.4
2000,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",26.4
2001,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",27.2
2002,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28.0
2003,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28.8
2004,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",29.6
2005,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.4
2006,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.52
2007,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.64
2008,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.76
2009,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.88
2010,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.0
2011,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.2
2012,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.4
2013,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.6
2014,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.8
2015,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.8
2019,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.1
2020,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",29.1
2021,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28.6
