Year,Series,Unit,Value
2008,"Annual inflation, consumer prices",Percentage,10.76142
2009,"Annual inflation, consumer prices",Percentage,6.91833
2010,"Annual inflation, consumer prices",Percentage,6.01361
2011,"Annual inflation, consumer prices",Percentage,4.44083
2012,"Annual inflation, consumer prices",Percentage,4.53721
2013,"Annual inflation, consumer prices",Percentage,4.96032
2014,"Annual inflation, consumer prices",Percentage,5.22212
2015,"Annual inflation, consumer prices",Percentage,5.99596
2016,"Annual inflation, consumer prices",Percentage,6.67373
2017,"Annual inflation, consumer prices",Percentage,5.42205
2018,"Annual inflation, consumer prices",Percentage,4.37449
2019,"Annual inflation, consumer prices",Percentage,3.92867
2020,"Annual inflation, consumer prices",Percentage,4.87167
2021,"Annual inflation, consumer prices",Percentage,4.48359
2022,"Annual inflation, consumer prices",Percentage,5.25324
2008,Bank capital to assets ratio,Percentage,11.66219
2009,Bank capital to assets ratio,Percentage,9.47547
2010,Bank capital to assets ratio,Percentage,10.52785
2011,Bank capital to assets ratio,Percentage,9.70451
2012,Bank capital to assets ratio,Percentage,10.17449
2013,Bank capital to assets ratio,Percentage,11.8584
2014,Bank capital to assets ratio,Percentage,13.18632
2015,Bank capital to assets ratio,Percentage,13.3086
2016,Bank capital to assets ratio,Percentage,13.26074
2017,Bank capital to assets ratio,Percentage,14.20996
2018,Bank capital to assets ratio,Percentage,14.46442
2019,Bank capital to assets ratio,Percentage,14.0127
2020,Bank capital to assets ratio,Percentage,14.4622
2021,Bank capital to assets ratio,Percentage,13.53781
2022,Bank capital to assets ratio,Percentage,9.13242
2000,Broad money to total reserves ratio,Ratio,3.72414
2001,Broad money to total reserves ratio,Ratio,2.24086
2002,Broad money to total reserves ratio,Ratio,2.67713
2003,Broad money to total reserves ratio,Ratio,1.84394
2004,Broad money to total reserves ratio,Ratio,1.84068
2005,Broad money to total reserves ratio,Ratio,2.17772
2006,Broad money to total reserves ratio,Ratio,1.59862
2007,Broad money to total reserves ratio,Ratio,1.44017
2008,Broad money to total reserves ratio,Ratio,1.78898
2009,Broad money to total reserves ratio,Ratio,1.63214
2010,Broad money to total reserves ratio,Ratio,1.53568
2011,Broad money to total reserves ratio,Ratio,1.48186
2012,Broad money to total reserves ratio,Ratio,2.01796
2013,Broad money to total reserves ratio,Ratio,2.82952
2014,Broad money to total reserves ratio,Ratio,3.2642
2015,Broad money to total reserves ratio,Ratio,4.15299
2016,Broad money to total reserves ratio,Ratio,4.31857
2017,Broad money to total reserves ratio,Ratio,4.01214
2018,Broad money to total reserves ratio,Ratio,2.93105
2019,Broad money to total reserves ratio,Ratio,2.85348
2000,Cash surplus/deficit as a proportion of GDP,Percentage,-1.88282
2001,Cash surplus/deficit as a proportion of GDP,Percentage,-1.27464
2002,Cash surplus/deficit as a proportion of GDP,Percentage,-2.26339
2014,Cash surplus/deficit as a proportion of GDP,Percentage,-6.26475
2015,Cash surplus/deficit as a proportion of GDP,Percentage,-5.10537
2016,Cash surplus/deficit as a proportion of GDP,Percentage,-4.73883
2017,Cash surplus/deficit as a proportion of GDP,Percentage,-2.47463
2018,Cash surplus/deficit as a proportion of GDP,Percentage,-2.57966
2019,Cash surplus/deficit as a proportion of GDP,Percentage,-4.97587
2020,Cash surplus/deficit as a proportion of GDP,Percentage,-8.85225
2000,Current account balance,% of GDP,9.95922
2001,Current account balance,% of GDP,9.28742
2002,Current account balance,% of GDP,-0.83772
2003,Current account balance,% of GDP,4.01861
2004,Current account balance,% of GDP,4.79141
2005,Current account balance,% of GDP,13.35208
2006,Current account balance,% of GDP,5.27638
2007,Current account balance,% of GDP,1.89448
2008,Current account balance,% of GDP,6.81299
2009,Current account balance,% of GDP,-5.09167
2010,Current account balance,% of GDP,-4.50849
2011,Current account balance,% of GDP,-1.10018
2012,Current account balance,% of GDP,-10.78816
2013,Current account balance,% of GDP,-16.22568
2014,Current account balance,% of GDP,12.13932
2015,Current account balance,% of GDP,8.71084
2016,Current account balance,% of GDP,13.62876
2017,Current account balance,% of GDP,15.90246
2018,Current account balance,% of GDP,13.63027
2019,Current account balance,% of GDP,14.37967
2020,Current account balance,% of GDP,14.33724
2021,Current account balance,% of GDP,17.22826
2000,DEC alternative conversion factor,In local currency unit per United States dollar,2.7648
2001,DEC alternative conversion factor,In local currency unit per United States dollar,3.3743
2002,DEC alternative conversion factor,In local currency unit per United States dollar,3.8858
2003,DEC alternative conversion factor,In local currency unit per United States dollar,3.5537
2004,DEC alternative conversion factor,In local currency unit per United States dollar,3.2217
2005,DEC alternative conversion factor,In local currency unit per United States dollar,3.102
2006,DEC alternative conversion factor,In local currency unit per United States dollar,3.05674
2007,DEC alternative conversion factor,In local currency unit per United States dollar,2.96535
2008,DEC alternative conversion factor,In local currency unit per United States dollar,2.70009
2009,DEC alternative conversion factor,In local currency unit per United States dollar,2.75514
2010,DEC alternative conversion factor,In local currency unit per United States dollar,2.71929
2011,DEC alternative conversion factor,In local currency unit per United States dollar,2.37097
2012,DEC alternative conversion factor,In local currency unit per United States dollar,2.08365
2013,DEC alternative conversion factor,In local currency unit per United States dollar,2.24451
2014,DEC alternative conversion factor,In local currency unit per United States dollar,2.46139
2015,DEC alternative conversion factor,In local currency unit per United States dollar,2.76841
2016,DEC alternative conversion factor,In local currency unit per United States dollar,3.13303
2017,DEC alternative conversion factor,In local currency unit per United States dollar,3.18879
2018,DEC alternative conversion factor,In local currency unit per United States dollar,3.29346
2019,DEC alternative conversion factor,In local currency unit per United States dollar,3.38754
2020,DEC alternative conversion factor,In local currency unit per United States dollar,3.45997
2021,DEC alternative conversion factor,In local currency unit per United States dollar,3.50877
2022,DEC alternative conversion factor,In local currency unit per United States dollar,3.51989
2000,External debt stocks as a proportion of GNI,Percentage,70.39758
2001,External debt stocks as a proportion of GNI,Percentage,72.30657
2002,External debt stocks as a proportion of GNI,Percentage,66.94128
2003,External debt stocks as a proportion of GNI,Percentage,59.53719
2004,External debt stocks as a proportion of GNI,Percentage,49.7265
2005,External debt stocks as a proportion of GNI,Percentage,41.32223
2006,External debt stocks as a proportion of GNI,Percentage,23.29934
2007,External debt stocks as a proportion of GNI,Percentage,17.34736
2008,External debt stocks as a proportion of GNI,Percentage,13.02622
2009,External debt stocks as a proportion of GNI,Percentage,16.43447
2010,External debt stocks as a proportion of GNI,Percentage,45.41649
2011,External debt stocks as a proportion of GNI,Percentage,77.33019
2012,External debt stocks as a proportion of GNI,Percentage,73.88249
2013,External debt stocks as a proportion of GNI,Percentage,110.5834
2014,External debt stocks as a proportion of GNI,Percentage,89.56367
2015,External debt stocks as a proportion of GNI,Percentage,100.54784
2016,External debt stocks as a proportion of GNI,Percentage,97.04501
2017,External debt stocks as a proportion of GNI,Percentage,79.43933
2018,External debt stocks as a proportion of GNI,Percentage,77.74226
2019,External debt stocks as a proportion of GNI,Percentage,81.38548
2020,External debt stocks as a proportion of GNI,Percentage,78.05219
2021,External debt stocks as a proportion of GNI,Percentage,78.94551
2022,External debt stocks as a proportion of GNI,Percentage,62.75499
2000,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,2.7403
2001,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,2.05072
2002,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.67212
2003,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,4.76767
2004,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.82867
2005,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.82156
2006,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,1.53859
2007,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,1.36862
2008,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.41007
2009,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,3.61496
2010,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.24975
2011,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.2025
2012,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.13523
2013,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.12607
2014,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.12682
2015,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.13823
2016,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,-0.18842
2017,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,-0.78824
2018,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,1.27186
2019,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,1.35579
2020,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.47379
2021,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,-0.04102
2022,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,1.03379
2023,"Foreign direct investment, net inflows, as a proportion of GDP",Percentage,0.3
2000,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-2.454315
2001,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-0.0425303
2002,"GDP growth rate (2015 US dollars, average annual)",% change per annum,2.006469
2003,"GDP growth rate (2015 US dollars, average annual)",% change per annum,4.386785
2004,"GDP growth rate (2015 US dollars, average annual)",% change per annum,0.5671138
2005,"GDP growth rate (2015 US dollars, average annual)",% change per annum,3.929313
2006,"GDP growth rate (2015 US dollars, average annual)",% change per annum,2.293307
2007,"GDP growth rate (2015 US dollars, average annual)",% change per annum,7.815173
2008,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-0.2964092
2009,"GDP growth rate (2015 US dollars, average annual)",% change per annum,6.800392
2010,"GDP growth rate (2015 US dollars, average annual)",% change per annum,10.12842
2011,"GDP growth rate (2015 US dollars, average annual)",% change per annum,1.107555
2012,"GDP growth rate (2015 US dollars, average annual)",% change per annum,4.657103
2013,"GDP growth rate (2015 US dollars, average annual)",% change per annum,3.82517
2014,"GDP growth rate (2015 US dollars, average annual)",% change per annum,13.54363
2015,"GDP growth rate (2015 US dollars, average annual)",% change per annum,6.577921
2016,"GDP growth rate (2015 US dollars, average annual)",% change per annum,5.49018
2017,"GDP growth rate (2015 US dollars, average annual)",% change per annum,3.53439
2018,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-0.2792726
2019,"GDP growth rate (2015 US dollars, average annual)",% change per annum,4.480538
2020,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-3.167469
2021,"GDP growth rate (2015 US dollars, average annual)",% change per annum,-0.7803482
2022,"GDP growth rate (2015 US dollars, average annual)",% change per annum,5.165061
2000,Merchandise trade as a proportion of GDP,Percentage,92.20922
2001,Merchandise trade as a proportion of GDP,Percentage,93.34558
2002,Merchandise trade as a proportion of GDP,Percentage,92.6151
2003,Merchandise trade as a proportion of GDP,Percentage,101.06289
2004,Merchandise trade as a proportion of GDP,Percentage,107.76241
2005,Merchandise trade as a proportion of GDP,Percentage,102.79716
2006,Merchandise trade as a proportion of GDP,Percentage,73.6094
2007,Merchandise trade as a proportion of GDP,Percentage,76.51103
2008,Merchandise trade as a proportion of GDP,Percentage,75.65831
2009,Merchandise trade as a proportion of GDP,Percentage,62.49001
2010,Merchandise trade as a proportion of GDP,Percentage,65.02097
2011,Merchandise trade as a proportion of GDP,Percentage,62.16244
2012,Merchandise trade as a proportion of GDP,Percentage,52.04467
2013,Merchandise trade as a proportion of GDP,Percentage,53.43502
2014,Merchandise trade as a proportion of GDP,Percentage,55.12084
2015,Merchandise trade as a proportion of GDP,Percentage,50.65497
2016,Merchandise trade as a proportion of GDP,Percentage,49.43427
2017,Merchandise trade as a proportion of GDP,Percentage,57.20957
2018,Merchandise trade as a proportion of GDP,Percentage,58.24607
2019,Merchandise trade as a proportion of GDP,Percentage,60.89838
2020,Merchandise trade as a proportion of GDP,Percentage,53.41229
2021,Merchandise trade as a proportion of GDP,Percentage,62.25172
2022,Merchandise trade as a proportion of GDP,Percentage,57.27192
2000,"Portfolio investment, net","Balance of Payments, current United States dollars",123775624.31078
2001,"Portfolio investment, net","Balance of Payments, current United States dollars",72747649.78817
2002,"Portfolio investment, net","Balance of Payments, current United States dollars",-142172.45001
2003,"Portfolio investment, net","Balance of Payments, current United States dollars",51050855.07423
2004,"Portfolio investment, net","Balance of Payments, current United States dollars",107869386.29328
2005,"Portfolio investment, net","Balance of Payments, current United States dollars",-25586610.31118
2006,"Portfolio investment, net","Balance of Payments, current United States dollars",-128757485.61884
2007,"Portfolio investment, net","Balance of Payments, current United States dollars",-423804895.25955
2008,"Portfolio investment, net","Balance of Payments, current United States dollars",-364813779.39164
2009,"Portfolio investment, net","Balance of Payments, current United States dollars",-153605477.62349
2010,"Portfolio investment, net","Balance of Payments, current United States dollars",90135089.06697
2011,"Portfolio investment, net","Balance of Payments, current United States dollars",-482792284.46908
2012,"Portfolio investment, net","Balance of Payments, current United States dollars",-687666756.84119
2013,"Portfolio investment, net","Balance of Payments, current United States dollars",108704251.18815
2014,"Portfolio investment, net","Balance of Payments, current United States dollars",-385942420.89872
2015,"Portfolio investment, net","Balance of Payments, current United States dollars",-280244706.19745
2016,"Portfolio investment, net","Balance of Payments, current United States dollars",64330862.16477
2017,"Portfolio investment, net","Balance of Payments, current United States dollars",339139191.80006
2018,"Portfolio investment, net","Balance of Payments, current United States dollars",-506427738.60416
2019,"Portfolio investment, net","Balance of Payments, current United States dollars",-19891482.54788
2020,"Portfolio investment, net","Balance of Payments, current United States dollars",72686733.25718
2021,"Portfolio investment, net","Balance of Payments, current United States dollars",-30673125.0
2000,Tax revenue as a proportion of GDP,Percentage,18.97596
2001,Tax revenue as a proportion of GDP,Percentage,24.69645
2002,Tax revenue as a proportion of GDP,Percentage,21.01325
2014,Tax revenue as a proportion of GDP,Percentage,17.90996
2015,Tax revenue as a proportion of GDP,Percentage,15.22729
2016,Tax revenue as a proportion of GDP,Percentage,12.94863
2017,Tax revenue as a proportion of GDP,Percentage,12.605
2018,Tax revenue as a proportion of GDP,Percentage,13.19303
2019,Tax revenue as a proportion of GDP,Percentage,13.02172
2020,Tax revenue as a proportion of GDP,Percentage,11.8792
2000,Total reserves in months of imports,Percentage,1.81301
2001,Total reserves in months of imports,Percentage,2.86281
2002,Total reserves in months of imports,Percentage,1.99474
2003,Total reserves in months of imports,Percentage,2.45135
2004,Total reserves in months of imports,Percentage,2.71972
2005,Total reserves in months of imports,Percentage,2.76522
2006,Total reserves in months of imports,Percentage,3.97739
2007,Total reserves in months of imports,Percentage,4.78457
2008,Total reserves in months of imports,Percentage,4.28712
2009,Total reserves in months of imports,Percentage,5.84504
2010,Total reserves in months of imports,Percentage,5.40461
2011,Total reserves in months of imports,Percentage,6.67984
2012,Total reserves in months of imports,Percentage,5.22201
2013,Total reserves in months of imports,Percentage,3.41982
2014,Total reserves in months of imports,Percentage,4.36759
2015,Total reserves in months of imports,Percentage,3.35445
2016,Total reserves in months of imports,Percentage,4.15216
2017,Total reserves in months of imports,Percentage,3.24539
2018,Total reserves in months of imports,Percentage,3.60256
2019,Total reserves in months of imports,Percentage,3.38468
2020,Total reserves in months of imports,Percentage,5.26892
2021,Total reserves in months of imports,Percentage,5.17055
